id,tokens,ner_tags
neg_284,"I only today, picked this up at the 99 cents only store today, and I still think I got ripped off. ""Dream to Believe"" is a pretty boring and unrealistic gymnastics drama and $1 is just too freakin' expensive for this. This film is probably only notable for 2 things: 1. It has a young Keanu Reeves. And 2. It's directed by Paul Lynch, the man who also did Promo Night. Now onto the movie. It's about a girl named Robin (Played by Olivia D'Abo) who is badly injured from a car accident that also cost her father's life. So the accident prevents her from competing in gymnastic tournaments, she is often picked on during her classes and eventually she meets some wild kid named Tommy (Played by Keanu.) Robin, when not in training, works part-time, along with her mother and stepsister, at a Laundromat owned by her abusive stepfather. Eventually she is chosen to compete. Overall, Keanu alone and some catchy 80s tunes are what prevent me from giving this 1 star, and it's also not one of the worst movies ever, but still far from good. The DVD itself is not getting any medals either as it appears to be sourced from an old VHS and towards the end, the sound goes out of sync and when the end credits are almost over, it fades to black, even though sound can still be heard. So this can probably be passed as a bootleg. The DVD artwork makes no sense either as it has what appears to be recent photos of Keanu and Olivia and the background has nothing to do with the movie, as it's also not in the movie itself, so the cover's obviously photoshopped. In any case, avoid at all costs, unless you're a Keanu fanatic. I probably won't be hanging to it any longer. I'm probably gonna give it to The Cinema Snob, who's a great YT critic btw. Hey, if any of you have any crappy movies that they no longer want in their sight, feel free to donate to him to keep his show running.",O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE O O O O O O O B-GENRE O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O B-DIRECTOR I-DIRECTOR O O O O O B-MOVIE I-MOVIE O O O O O O O O O B-CHARACTER O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_285,"It's not really about gymnastics; swap out the occasional training montages and it could just as easily be about archery, or microbiology, or a booger-flicking tournament. Instead, like every other Rocky/Flashdance derivative that flooded the 80s market, it's about conquering adversity with stick-to-it-iveness, rendering all social/personal realities irrelevant by your lonesome - with love interest standing by of course. Ronald Reagan top to bottom, in short; so as a piece of cinema it's down to the details. Some of the actors are quirky enough to liven things up - especially the love interest, brought to you by none other than Mr. Keanu Reeves, warming up for Ted; heroine Olivia D'Abo's hateful alkie dad and big-hair stepsister are more interesting than the sickly mom or her utterly inert bitch-nemeses/teammates, one of whom appears to be made of porcelain. It's my instinct to be appalled by the comic-relief black guys, but on the other hand at least they're in the movie. But D'Abo doesn't quite convince with her awkward-girl shtick, and in the absence of any other narrative focus the lack of interest in the gymnastics themselves really does matter; it's all just bodies hurtling around, and not only is the outcome of the big tournament a foregone conclusion, it's all performed by an obvious double.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O B-CHARACTER O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_286,"What an insult to Olivia D'Abo who plays the film's heroine, Robin, to have Keanu Reeves appear so large on the box art of the film (and at least on recent reissues, to have only Reeves appear on the box), considering that she was the star. I realize that it is his name that will ultimately sell this long-forgotten After School Special, but at least give the woman some credit. Despite that, this has to be one of the worst teen sports-themed films that I have ever seen, and it strives very hard to add not only every teen and sports movie cliché from the class warfare between the feuding gymnasts to the teen romance. And, in striving to somehow deliver itself as an amateur alternative of Flashdance (with the music in one of the warehouse dance scenes is even quite close to Michael Sembello's notable 'Maniac' which was made famous by Flashdance, or was it the other way around?). It includes similar dance sequences and worse yet, even the 80s dance and sports traditions of corny dance-offs between the heroine and her antagonist(s), the one who doubts her successes and abilities on the team. We saw this in Trashin' (a vert ramp joust) and Rad (BMX dancing at the prom, although it wasn't much for competition, but rather for fun) for example. In fact, this movie is chock full of unrealistic corniness, such as the somewhat homo-erotic rolling in the clothes at the Salvation Army with Robin and her friend from the team. Nonetheless, the film is about a young girl who comes from a rather poor background. To top it off in a massive need to squeeze from audiences as much sympathy as possible, she lives with her ailing mother, her obnoxious sister, and her careless (and slightly abusive) stepfather. Needless to say, homelife is not so appealing. Add to the mix, a talent for gymnastics, but several obstacles to joining the team (including the nuisance of her arrogant, snobby teammates, and a coach who also eventually doubts her abilities to compete well). And, of course, we can't forget that she's got eyes for one of the pretty boy preppies who is dating one of the obnoxious teammates, nor that she doesn't have a steady boyfriend (although Keanu as Tommy later enters the picture). Could this kid be any more pathetic? And it seems that one mess after another comes along to embarrass herself in her painfully long, redundant, and clichéd quest to prove her worth to everyone. But, even the major moments of cheesiness which comprise most of the film, are hardly worth mentioning considering that the biggest distraction to this film is the horrible acting and dialog. (I like how the gym coach suddenly appears at the diner in the middle of the dance-off to scold the teammates). It makes episodes of 'Amazing Stories' look like Shakespeare. I imagine anyone able to locate this film and watch it these days is probably drawn to it mostly because of the nostalgic factor. For that you might be satisfied, but it is also an incredibly forced drama. So, Caveat Emptour.",O O O O B-ACTOR I-ACTOR O O O O O B-CHARACTER O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE O O O O O B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_287,"As an Altman fan, I'd sought out this movie for years, thinking that with such a great cast, it would have to be at least marginally brilliant. Big mistake. This is one of Altman's big-cast mishmashes, thrown together haphazardly and improvisationally (or so it feels) with the hope that it would all come together in the editing room. It doesn't. As Maltin points out, this turkey is notable only for the debut performance of Alfre Woodard, who outshines the vets all around her. But other than that, avoid at all costs. (Which is pretty easy to do -- it's never been released on video -- to my knowledge -- and its cable appearances have the frequency of Halley's Comet.)",O O B-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_289,"What made the original Killer Tomatoes fun was it was made by people with no budget who were just being wacky for a couple of days... This was something with a budget, but it just wasn't as much fun. John Astin of Adams Family fame is actually making an effort here to be comedic, but he is supported by lame actors, cheap special effects and unfunny gags. The plot. Dr. Gangrene (Astin) escapes from a French prison and decides he is going to put a pretender on the throne of France... The hero, his French girlfriend and the Gizmo-like ""Fuzzy Tomato"" decide they are going to stop him... Forgettable Direct to Video nonsense...",O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O
neg_290,"Killer Tomatoes movies have this special kind of humor - you either love it or hate it. I personally like it, but in this fourth movie the feeling is gone. The tomatoes aren't the same, jokes are lame, even the actors aren't as funny. Because that's the only thing this kind of movies are supposed to be - funny. So now following the plot made to laugh, is annoying. They really shouldn't have done the fourth part to the Killer Tomatoes trilogy.",B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_291,"Film version of Sandra Bernhard's one-woman off-Broadway show is gaspingly pretentious. Sandra spoofs lounge acts and superstars, but her sense of irony is only fitfully interesting, and fitfully funny. Her fans will say she's scathingly honest, and that may be true. But she's also shrill, with an unapologetic, in-your-face bravado that isn't well-suited to a film in this genre. She doesn't want to make nice--and she's certainly not out to make friends--and that's always going to rub a lot of people the wrong way. But even if you meet her halfway, her material here is seriously lacking. Filmmaker Nicolas Roeg served as executive producer and, though not directed by him, the film does have his chilly, detached signature style all over it. Bernhard co-wrote the show with director John Boskovich; their oddest touch was in having all of Sandra's in-house audiences looking completely bored--a feeling many real viewers will most likely share. *1/2 from ****",O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DIRECTOR I-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DIRECTOR I-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O
neg_292,"I saw this by chance showing on cable on wanted to like it as I thought Sandra was quite funny from what I remembered. The only facial movement I had throughout the movie was jaw dropping stunned at how awful a movie I just suffered through. The person who said this is one of the funniest movies of all time please point out one line, just one scene, that is even worth a chuckle. She is a much better singer than I remember her to be, but I didn't want to watch a lounge act. I think this is a movie try hard to like since they think they should and don't view it objectively.",O O O O O O O O O O O O O O O O B-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_293,"This movie is basically about some girls in a Catholic school that end up getting into trouble because of putting red dye in one in one of their school mates shampoo and after being reprimanded for this act they decide to take off to Florida for a vacation. On their way there they meet up with some guys in a local diner and decide that they would both meet up with each other in another location later on. The girls end up on a road side near the woods and stop for awhile and while one of the girls decides to walk around a bit she sees a murder happen in which the local sheriff himself is involved. She becomes scared and runs to tell the others what happened. The other girls decide to go take a look with her and two of them get killed by the killer. Then the two remaining girls are caught by the killer and are placed in local jail cell. The deputy sheriff meanwhile is keeping watch over the girls and despite their insistence that the sheriff is the killer he ignores them both and acts as ignorant and everybody else in this movie who just can't put two and two together much less some lousy detective work at that. The best part was the rape scene between the killer and one of the girls where he decides to rape her in her jail cell and it seems that the girl actually WANTS to be raped by this man and the bare chest scene I admit was good but before their lips meet he has other things in mind. This movie reminds me of the low-budget thriller ""Blood Song"" with Frankie Avalon staring in it, the same motive just a different character part. It's not a movie worth renting not even for an 80's low-budget movie and the ending was the worst ending I have ever seen in a movie and it left me wanting my money back!",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENRE B-MOVIE I-MOVIE O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_294,"SHALLOW GRAVE begins with either a tribute or a rip off of the shower scene in PSYCHO. (I'm leaning toward rip off.) After that it gets worse and then surprisingly gets better, almost to the point of being original. Bad acting and amateurish directing bog down a fairly interesting little story, but the film already surpasses many in the ""Yankee comes down South to get killed by a bunch of rednecks"" genre because it is actually shot in the South. A group of college girls head to Ft. Lauderdale for summer vacation and are waylaid in Georgia by a flat tire after getting off the main road. (Note to Yankees: stay on the highway when you go to Florida.) Sue Ellen (Lisa Stahl) has to pee so she heads into the woods. When she finally finds a good spot to do her business she witnesses the local sheriff (Tony March) strangle his mistress (Merry Rozelle) to death. (Note to Yankees: do not wander off into the woods when in the South; not because you might witness a murder, but you may run across a marijuana plantation.) This is the point where the story, not the movie, actually comes close to being good. While Tony March will never have to practice his Oscar speech, his Sheriff Dean becomes a creepy facsimile of a normal guy torn by what he has done and what he must do. Tom Law is likable as Deputy Scott and is as authentic a Southern deputy as I've seen since Walton Goggins (Deputy Steve Naish) in HOUSE OF 1000 CORPSES. A few scenes in the movie are worth the mention. The girls stop at a BBQ in South Carolina and display their racism when a big black guy checks them out. Sue Ellen runs into a barn to hide behind some hay bales and in a shockingly realistic moment a large snake is hiding in the hay with her. And in the strangest scene, Sheriff Dean makes like he's about to rape Patty (Carol Cadby) and tells her to take off her clothes. Dean has turned the radio up to drown out the noise of what he's about to do. The preacher on the radio needs to go back and read his Bible. His sermon is about how Jezebel is saved by the blood of Jesus Christ. I feel sorry for this preacher's flock. Jezebel was in the Old Testament a few thousand years before Christ was born and by no means is she one of the five people you are going to meet in Heaven.",B-MOVIE I-MOVIE O O O O O O O O O O O O O O B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O B-ACTOR I-ACTOR B-CHARACTER I-CHARACTER I-CHARACTER O B-MOVIE I-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_295,"I got this movie because I worked at a movie store so I got free rentals. It came in, and the cover made it look alright. Hot chick, carrying a weapon, alright, I'll check it out. Oh man, bad move. This was so horrible, I spent half the movie watching in fast-forward to get to the nudity, which was minimal. I think MAYBE three scenes of partial nudity. Cheesy dialogue, crappy violence, poor excuses of characters. I feel bad putting this movie down, because I know it was made on a cheap budget, but so was ""Clerks"" and it became a cult classic and a franchise. 2/10.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE O O O O O O O O O O
neg_296,"Despite the high ratings given to this film by IMDB users, this is nothing more than your typical girl-with-a-bad-childhood-obsessively-stalks-married-man film. The attractive Justine Priestly's brief nude scenes may attract voyeurs, but the film is hackneyed tripe. * 1/2 out of ****",O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O
neg_297,"For the record, this film is intriguing but its hardly original. Back in 1998 a movie starring Talia Shire called The Landlady had almost the exact same plot but with younger characters. The story is Amanda Lear has had a bad life, abusive father, horny doctor, mental homes, etc. She's finally released from the happy home under the guidance of her perverted doctor...who she anally abuses and kills the poor guy. (now THAT was original) The doctor had financed a mansion for her before she killed him and buried the sucker in the backyard. After moving in she falls in love with a stud named Richard, who just happens to be married to a blues singer. If you've seen The Landlady you know the rest, she kills or tries to kill anyone that gets in between her and Richard (including a roadie). Much of the idea's came from the previous movie, same idiot sidekick that sticks his nose in, same spying on the guy with a bowl of popcorn, same flying a bodypress. It did have some original material, the beer bottle thing was brutal. The highlight of the movie was Amanda's beautiful breasts in the hot-top scene. Somewhat of a ripoff but not a total waste of time. 4 out of 10",O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O B-MOVIE I-MOVIE O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_298,"Daraar got off to a pretty good start. The first scene really left me at the edge of my seat wondering what would happen next. Other than that, the first half of the movie is a total BORE. All the first half of the movie is about is Rishi Kapoor falling head over heels in love with Juhi Chawla. By the way, don't you think he's a little old for her??? Things finally start to spice up towards the middle of the film when Juhi tells us about her previous husband; and wow what a lunatic is he! He was an over-protective, neat-freak with a really HOT TEMPER! He used to beat up poor Juhi for no good reason! One of the reasons I really don't like this movie is because I can't stand to see Juhi (my favorite actress) get so abused. This film in general has WAY too much abuse and bloodshed; I find it so sickening!!! Anyway, all I'm trying to say is if you're thinking about renting Daraar, you should put it right back on the shelf where you found it and pick something else!",B-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_299,This was the third remake of SLEEPING WITH THE ENIEMY After YAARANA(1995) and AGNISAKSHI(1996) AGNISAKSHI was the only one which worked and was a better film DARAAR is directed by Abbas Mustan who sadly failed in their attempt here the story was good but the handling wasn't that good and the heroine was shown too regressive and the climax too was disappointing Direction is bad Music is good Rishi reprises his role of YAARANA(strangely which also was a remake of SWTE) and looks too fat for the lead and is okay Juhi is decent while Arbaaz tries too hard in his debut and does manage in many scenes to chill the audiences but his voice was terrible Johny is too loud,O O O O O O B-MOVIE I-MOVIE I-MOVIE I-MOVIE O B-MOVIE O B-MOVIE O O O O O O O O O O O O B-MOVIE O O O B-DIRECTOR I-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR O O O O O O O O O O O O O O O O O O O O O O B-ACTOR O O O B-ACTOR O O O O O O O O O O O O O O O O O O O O O B-ACTOR O O O
neg_300,"Robert Taylor definitely showed himself to be a fine dramatic actor in his role as a gun-slinging buffalo hunter in this 1956 western. It was one of the few times that Taylor would play a heavy in a film. Nonetheless, this picture was far from great as shortly after this, Taylor fled to television with the successful series The Detectives. Stuart Granger hid his British accent and turned in a formidable performance as Taylor's partner. Taylor is a bigot here and his hatred for the Indians really shows. Another very good performance here was by veteran actor Lloyd Nolan as an aged, drinking old-timer who joined in the hunt for buffalo as well. In his early scenes, Nolan was really doing an excellent take-off of Walter Huston in his Oscar-winning role in The Treasure of the Sierre Madre in 1948. Note the appearance of Russ Tamblyn in the film. The following year Tamblyn and Nolan would join in the phenomenal Peyton Place. The writing in the film is stiff at best. By the film's end, it's the elements of nature that did Taylor in. How about the elements of the writing here?",B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O B-GENRE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O B-MOVIE I-MOVIE I-MOVIE I-MOVIE I-MOVIE I-MOVIE O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_301,This is the worst documentary to come out of Canada ever!!!! I'm glad to see the guys haven't made another movie. All they want to do is get a movie made and it doesn't have to be the one they wrote. They keep changing the script to suite the person they're pitching. I could not get out of the theatre fast enough when I saw it at that year's Toronto Film Festival. Please never see this film.,O O O O B-GENRE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE O O O O O
neg_302,"I really wanted to like this movie. I absolutely love kenny hotz, and spenny rice has a charming side to him. Not that I like spenny at all. Spenny ruins this movie. He should of let kenny and his hot girlfriend pitch the movie. Anyways, it's pretty boring aside from a scene with Roger Ebert in it. There really isn't too many celebrities in this movie, and most don't seem to say more than one line. Overall this movie was disappointing. I would only suggest watching it if you got it with the season 1 DVD of kenny vs spenny (it comes for free on the 3rd disc). Regardless of this production, I am still very excited to check out The Papel Chase.",O O O O O O O O O O B-ACTOR I-ACTOR O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE
neg_303,"It's impossible for me to objectively consider this movie. Not that I haven't tried, mind you - but I sit down, and I pop in the aged VHS, and I watch the opening...and suddenly I'm five years old again and clutching my very own Care Bear and watching the movie with open eyes and an eager heart. I can see, objectively, that this movie is a BIZARRE combination of cuddly baby merchandising-mascots and creepy prepubescent children with evil powers that has a thin story and uninteresting animation. But my inner five-year-old goes, ""Yay! Care Bears!"" every time I think about it. So - I'd only (cautiously, reluctantly) recommend this movie for those who saw it during their early youth and can call on the awesome power of nostalgia while watching it (like me) OR those lovably cynical Gen-X/Y-ers who deliberately seek out the wonderfully bad/strange (a category in which this movie...definitely belongs). To those actually looking for a compelling movie or wholesome family entertainment: You might want to keep looking.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_304,"This movie portrays Ruth as a womanizing, hard drinking, gambling, overeating sports figure with a little baseball thrown in. Babe Ruths early life was quite interesting and this was for all intents and purposes was omitted in this film. Also, Lou Gehrig was barely covered and this was a well know relationship, good bad or indifferent, it should have been covered better than it was. His life was more than all bad. He was an American hero, an icon that a lot of baseball greats patterned their lives after. I feel that I am being fair to the memory of a great baseball player that this film completely ignored. Shame on the makers of this film for capitalizing on his faults and not his greatness.",O O O B-CHARACTER O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_305,"I'm glad that I saw this film after Mr.Sandler became famous. It is bad....bad,bad,bad. There is no plot. It's like watching a painfully dull home movie. I really enjoy his other films......but if you're a fan like me....stay away from this one. It may change your thoughts on Adam. You may never recover from the horror that is this film....I've had a better time watching old folks play scrabble in a home.......",O O O O O O O O B-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR O O O O O O O O O O O O O O O O O O O O O O O
neg_306,Unwatchable. You can't even make it past the first three minutes. And this is coming from a huge Adam Sandler fan!!1,O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O
neg_308,"Mere thoughts of ""Going Overboard"" (aka ""Babes Ahoy"") make me want to weep. Throwing yourself out a window would be better than watching this movie. It's not even a supposed ""so bad it's good"" movie. I would spend money to buy copies of this movie and burn them so that people can't see it. Oh the pain, the pain...",O O O B-MOVIE I-MOVIE O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_309,"Hello. I am Paul Raddick, a.k.a. Panic Attack of WTAF, Channel 29 in Philadelphia. Let me tell you about this god awful movie that powered on Adam Sandler's film career but was digitized after a short time. Going Overboard is about an aspiring comedian played by Sandler who gets a job on a cruise ship and fails...or so I thought. Sandler encounters babes that like History of the World Part 1 and Rebound. The babes were supposed to be engaged, but, actually, they get executed by Sawtooth, the meanest cannibal the world has ever known. Adam Sandler fared bad in Going Overboard, but fared better in Big Daddy, Billy Madison, and Jen Leone's favorite, 50 First Dates. Man, Drew Barrymore was one hot chick. Spanglish is red hot, Going Overboard ain't Dooley squat! End of file.",O O O B-CHARACTER I-CHARACTER O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE I-MOVIE I-MOVIE I-MOVIE I-MOVIE O B-MOVIE O O O O O O O O O O O O O B-CHARACTER O O O O O O O O O O O O O O O O O O O B-MOVIE I-MOVIE B-MOVIE I-MOVIE O B-ACTOR I-ACTOR O B-MOVIE I-MOVIE I-MOVIE O B-ACTOR I-ACTOR O O O O B-MOVIE O O O O O O O O O O O
neg_310,"I had never heard of this Adam Sandler movie until I saw it on the wall at Blockbuster. Being an Adam Sandler fan at the time, I rented it. HONESTLY I could only watch about 30 mins. of it. It was TERRIBLE. Do whatever it takes to keep this out of the hands of the public. I honestly hope this movie goes OOP soon, and I hope it STAYS THAT WAY!",O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
neg_311,"I just finished watching Going Overboard. I have to say that we should send every copy of this film to Iraq and make them watch. I even tried to get a blind women to watch this and she turned it off in like 20 min. Adam Sandler could not find a better project than this? As for the writing, if thats what you want to call it, those responsible should be forced to watch this movie forever in Hell!! I believe that somewhere I read that the budget for this film was $10,000 and they were way under. Did Wallmart get a good deal on this? Every store has a big huge bin of this crap sitting on the sales floor. The only good thing about this movie is you can use the DVD as a coaster, or trade it to a friend, but then they might not be your friend anymore!!",O O O O B-MOVIE I-MOVIE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR I-ACTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
